Date,Product_ID,Store_ID,Sale_Price,Promo_Name,Sales_Qty
2019-10-01,Tron-o-matic 1,Online_Store,60.0,None,1242
2019-10-01,Tron-o-matic 1,LosAngeles_01,60.0,None,68
2019-10-01,Tron-o-matic 1,NewYork_01,60.0,None,65
2019-10-01,Tron-o-matic 1,NewYork_02,60.0,None,56
2019-10-01,Tron-o-matic 1,Chicago_01,60.0,None,58
2019-10-01,Tron-o-matic 1,Dallas_01,60.0,None,51
2019-10-01,Tron-o-matic 1,Houston_01,60.0,None,46
2019-10-01,Tron-o-matic 1,WashingtonDC_01,60.0,None,37
2019-10-01,Tron-o-matic 1,Atlanta_01,60.0,None,37
2019-10-01,Tron-o-matic 1,Philadelphia_01,60.0,None,40
2019-10-01,Tron-o-matic 1 Pro,Online_Store,80.0,None,478
2019-10-01,Tron-o-matic 1 Pro,LosAngeles_01,80.0,None,29
2019-10-01,Tron-o-matic 1 Pro,NewYork_01,80.0,None,26
2019-10-01,Tron-o-matic 1 Pro,NewYork_02,80.0,None,25
2019-10-01,Tron-o-matic 1 Pro,Chicago_01,80.0,None,24
2019-10-01,Tron-o-matic 1 Pro,Dallas_01,80.0,None,20
2019-10-01,Tron-o-matic 1 Pro,Houston_01,80.0,None,18
2019-10-01,Tron-o-matic 1 Pro,WashingtonDC_01,80.0,None,16
2019-10-01,Tron-o-matic 1 Pro,Atlanta_01,80.0,None,16
2019-10-01,Tron-o-matic 1 Pro,Philadelphia_01,80.0,None,15
2019-10-01,Tron-o-matic 2,Online_Store,50.72,SMALL_DEAL,2109
2019-10-01,Tron-o-matic 2,LosAngeles_01,50.72,SMALL_DEAL,142
2019-10-01,Tron-o-matic 2,NewYork_01,50.72,SMALL_DEAL,105
2019-10-01,Tron-o-matic 2,NewYork_02,50.72,SMALL_DEAL,103
2019-10-01,Tron-o-matic 2,Chicago_01,50.72,SMALL_DEAL,109
2019-10-01,Tron-o-matic 2,Dallas_01,50.72,SMALL_DEAL,78
2019-10-01,Tron-o-matic 2,Houston_01,50.72,SMALL_DEAL,77
2019-10-01,Tron-o-matic 2,WashingtonDC_01,50.72,SMALL_DEAL,67
2019-10-01,Tron-o-matic 2,Atlanta_01,50.72,SMALL_DEAL,70
2019-10-01,Tron-o-matic 2,Philadelphia_01,50.72,SMALL_DEAL,63
